Season,Team,WinLossPct,AvgPts,PtDiff,AvgRebounds,AvgAssists,AvgTurnovers,AvgFouls,FGPct,FTPct,ThPct,AvgStealsPlusBlocks,AvgPtsAgainst,OppFGPct,OppThPct
2017,1273,.43,69,-6,36,12,11,17,.44,.79,.34,6,69,.42,.35
2011,1117,.50,66,-2,36,10,13,18,.42,.71,.33,9,66,.43,.36
2013,1231,.82,80,579,38,14,13,17,.49,.74,.41,11,62,.39,.31
2008,1116,.67,73,218,37,14,15,18,.47,.67,.34,12,67,.42,.33
2011,1180,.68,63,125,41,11,11,18,.42,.62,.31,6,59,.40,.29
2013,1171,.30,60,-163,34,10,13,19,.40,.73,.33,9,66,.45,.35
2006,1105,.48,73,30,41,12,15,19,.42,.65,.32,13,72,.43,.34
2017,1270,.19,68,-264,37,10,14,19,.42,.69,.33,8,79,.45,.35
2012,1390,.66,70,243,38,12,13,19,.44,.67,.37,9,62,.42,.33
2017,1419,.23,65,-165,37,13,13,17,.42,.67,.33,6,70,.44,.35
2013,1125,.80,76,368,33,15,13,18,.49,.74,.38,12,64,.41,.33
2004,1160,.63,74,75,39,13,14,17,.46,.63,.38,11,71,.42,.36
2017,1316,.37,73,-184,39,12,16,18,.44,.65,.35,8,79,.47,.37
2010,1399,.43,72,-201,35,12,15,22,.46,.69,.38,8,79,.47,.38
2006,1254,.41,68,-113,37,12,14,20,.41,.67,.37,8,72,.47,.36
2015,1176,.40,62,-25,26,15,11,20,.48,.77,.38,7,63,.47,.37
2015,1265,.22,61,-244,33,10,13,17,.40,.70,.32,9,68,.44,.33
2008,1305,.65,74,130,37,13,13,17,.48,.72,.36,10,70,.43,.36
2008,1348,.66,80,203,38,14,14,18,.47,.70,.38,11,74,.43,.35
2010,1296,.33,67,-141,41,13,15,21,.40,.65,.30,10,71,.44,.36
2013,1274,.82,69,305,36,11,10,14,.46,.68,.36,10,60,.40,.33
2015,1222,.41,64,-37,39,11,13,17,.39,.68,.32,9,65,.43,.34
2006,1360,.59,77,115,37,15,16,19,.48,.69,.39,10,73,.46,.33
2015,1116,.76,78,268,36,16,11,18,.45,.72,.35,12,70,.43,.35
2008,1454,.45,66,-80,39,12,12,19,.39,.68,.31,8,69,.45,.35
2017,1210,.52,66,-31,37,14,13,16,.43,.68,.32,12,67,.40,.34
2017,1376,.68,71,215,38,12,13,20,.41,.69,.33,11,64,.40,.30
2011,1137,.76,70,242,35,14,11,18,.45,.79,.40,7,63,.39,.31
2010,1356,.48,69,63,34,13,13,20,.46,.69,.35,9,67,.44,.34
2004,1266,.59,70,51,35,12,14,19,.43,.75,.40,7,69,.44,.35
2006,1211,.90,80,229,37,14,13,18,.48,.78,.37,10,72,.43,.34
2012,1284,.38,66,-280,37,13,14,20,.42,.65,.33,9,75,.48,.38
2004,1203,.62,75,161,37,15,15,19,.47,.72,.35,11,69,.43,.33
2014,1441,.52,73,-10,38,11,12,22,.42,.72,.35,11,73,.45,.33
2015,1368,.26,67,-150,34,12,15,18,.46,.66,.31,9,72,.44,.36
2017,1359,.53,78,66,36,15,13,19,.46,.74,.40,8,76,.43,.34
2013,1317,.37,65,-110,38,9,14,17,.41,.71,.29,10,69,.42,.36
2008,1202,.23,61,-305,34,12,14,16,.40,.71,.33,7,71,.46,.35
2015,1431,.69,69,193,35,13,12,17,.47,.66,.36,9,63,.41,.34
2008,1391,.48,65,-96,36,8,16,19,.41,.68,.33,9,68,.44,.32
2015,1328,.69,71,294,38,12,12,16,.44,.74,.34,11,62,.39,.31
2009,1129,.60,71,2,33,15,14,18,.47,.69,.35,9,71,.44,.34
2008,1242,.91,81,644,38,18,12,17,.50,.71,.40,15,61,.38,.34
2015,1219,.68,71,59,33,14,11,15,.46,.73,.39,8,69,.44,.35
2017,1253,.41,73,-172,37,13,14,20,.43,.73,.35,8,79,.47,.38
2008,1351,.70,77,213,38,15,14,17,.49,.64,.40,11,70,.42,.34
2015,1325,.33,67,-138,36,11,12,17,.43,.73,.34,9,72,.43,.36
2003,1422,.21,69,-163,36,13,16,19,.44,.72,.35,10,75,.46,.36
2004,1309,.53,69,-55,39,11,13,18,.41,.65,.35,9,71,.43,.35
2006,1168,.54,78,65,39,14,15,18,.46,.66,.39,9,76,.46,.38
2015,1179,.27,58,-248,28,11,13,15,.45,.77,.41,6,66,.48,.38
2010,1462,.75,80,351,41,14,13,18,.47,.71,.37,10,69,.41,.29
2011,1243,.68,72,204,38,14,14,20,.44,.65,.37,10,66,.42,.35
2008,1159,.56,65,19,34,11,16,17,.44,.70,.38,10,64,.41,.34
2015,1388,.69,68,158,36,15,11,17,.46,.72,.38,7,63,.42,.33
2015,1411,.65,68,25,35,10,13,17,.44,.66,.32,9,67,.44,.34
2008,1368,.50,64,-1,33,12,16,18,.45,.67,.34,9,64,.42,.33
2008,1285,.43,68,3,33,14,12,17,.47,.68,.39,7,68,.46,.36
2017,1207,.44,74,60,36,15,14,21,.46,.73,.35,10,72,.42,.32
2013,1294,.38,67,-71,34,12,13,17,.45,.68,.37,9,70,.46,.36
2003,1359,.44,63,-49,30,15,14,17,.47,.73,.37,6,64,.43,.33
2004,1120,.50,70,124,39,15,15,16,.44,.66,.34,13,65,.43,.37
2015,1113,.53,69,96,36,12,13,18,.44,.67,.35,8,66,.45,.36
2017,1104,.58,68,137,39,11,13,19,.42,.65,.32,10,64,.40,.33
2013,1188,.28,61,-163,33,12,14,18,.42,.65,.36,7,68,.47,.33
2013,1168,.40,75,2,32,14,12,18,.46,.77,.38,9,75,.48,.35
2004,1117,.58,72,74,37,11,15,21,.44,.73,.36,9,69,.41,.33
2004,1246,.87,73,310,36,15,14,18,.47,.70,.35,11,62,.40,.32
2015,1282,.39,64,-91,35,11,13,19,.40,.70,.33,10,67,.46,.34
2017,1230,.32,74,-163,35,12,13,20,.44,.70,.38,9,81,.47,.34
2010,1402,.41,76,-104,40,14,18,25,.41,.67,.32,11,79,.46,.39
2003,1339,.37,67,-152,34,13,14,21,.41,.73,.33,9,73,.47,.36
2006,1340,.38,71,-31,35,14,16,20,.45,.68,.40,9,72,.46,.36
2012,1410,.25,61,-258,32,12,15,17,.40,.70,.36,6,70,.46,.34
2004,1329,.90,78,415,36,16,13,19,.51,.70,.38,11,63,.42,.31
2006,1148,.62,72,134,36,14,12,15,.44,.72,.38,8,67,.46,.35
2017,1313,.48,69,-103,40,10,14,20,.42,.68,.33,10,72,.41,.34
2011,1160,.61,79,179,37,13,11,18,.47,.78,.38,9,73,.45,.37
2013,1191,.55,66,78,35,15,11,17,.43,.74,.37,8,64,.44,.35
2017,1422,.71,72,94,36,13,13,18,.45,.71,.38,10,69,.43,.36
2010,1379,.55,62,82,37,9,12,18,.41,.72,.33,8,59,.41,.31
2008,1265,.56,69,37,37,11,13,18,.45,.65,.38,7,68,.42,.33
2004,1140,.70,72,184,33,14,14,19,.49,.73,.35,10,65,.45,.34
2006,1337,.26,65,-192,39,10,15,20,.41,.68,.32,9,73,.42,.34
2017,1124,.77,71,266,37,15,13,17,.47,.71,.35,10,63,.40,.31
2015,1199,.52,66,-11,34,11,14,18,.46,.67,.31,10,66,.42,.32
2015,1305,.24,59,-206,38,9,13,19,.38,.71,.26,9,66,.42,.34
2009,1149,.23,65,-194,37,12,13,17,.42,.63,.32,8,72,.46,.35
2008,1371,.53,76,-20,39,13,12,19,.42,.72,.34,14,77,.45,.37
2006,1257,.60,69,154,37,15,13,18,.42,.70,.35,10,64,.41,.35
2013,1460,.63,61,105,32,11,12,18,.43,.71,.34,9,58,.41,.31
2015,1451,.39,65,-106,33,11,13,18,.41,.75,.35,8,69,.46,.36
2009,1212,.18,59,-363,35,11,15,18,.41,.61,.32,7,72,.47,.36
2011,1157,.83,73,249,38,14,12,15,.47,.69,.31,10,65,.40,.35
2011,1306,.38,57,-109,38,9,12,18,.37,.61,.29,7,61,.41,.33
2006,1440,.17,68,-228,35,13,18,17,.43,.69,.31,8,77,.45,.33
2015,1405,.61,75,140,36,13,12,17,.47,.74,.37,8,71,.44,.32
2009,1166,.79,73,272,34,13,12,19,.45,.75,.38,12,65,.42,.35
2013,1311,.30,67,-167,34,12,13,18,.44,.67,.31,8,72,.47,.37
2004,1389,.59,75,11,39,12,13,20,.41,.70,.36,10,75,.45,.38
2011,1217,.78,71,187,32,14,13,15,.48,.81,.38,10,64,.43,.36
2011,1260,.52,69,88,36,12,12,17,.43,.74,.36,9,66,.45,.36
2013,1208,.47,60,-25,35,11,14,16,.41,.69,.36,9,61,.39,.33
2016,1186,.50,79,58,35,12,11,19,.48,.69,.38,9,77,.49,.38
2009,1272,.91,74,584,39,13,12,17,.44,.70,.32,15,56,.36,.29
2017,1396,.50,70,-8,37,14,11,18,.42,.72,.36,10,71,.43,.34
2011,1366,.31,56,-172,34,9,14,19,.38,.67,.31,9,63,.42,.35
2008,1428,.53,67,136,32,14,12,18,.47,.75,.39,8,63,.42,.35
2014,1135,.52,70,76,39,12,13,20,.43,.68,.38,10,67,.40,.30
2015,1408,.47,62,-55,37,10,12,17,.41,.65,.32,8,64,.45,.34
2009,1209,.33,59,-129,34,11,12,17,.42,.62,.32,9,63,.44,.34
2013,1354,.14,58,-366,38,11,15,17,.38,.64,.28,9,71,.44,.34
2008,1388,.80,75,373,38,14,13,17,.46,.66,.36,12,63,.41,.30
2013,1463,.41,64,-91,35,12,14,18,.41,.73,.33,9,67,.46,.38
2013,1400,.50,65,11,38,11,14,19,.41,.66,.30,11,64,.38,.29
2015,1259,.37,58,-221,37,9,12,19,.38,.67,.32,8,66,.44,.33
2011,1174,.45,62,-114,35,10,11,19,.42,.69,.35,7,66,.42,.31
2013,1251,.38,67,-109,37,11,13,18,.42,.73,.37,8,70,.42,.30
2005,1127,.41,61,-55,38,10,13,19,.39,.66,.33,9,63,.42,.36
2016,1249,.27,73,-154,39,13,15,23,.42,.67,.33,10,78,.46,.36
2016,1292,.71,72,127,38,13,11,20,.45,.61,.39,9,68,.43,.34
2011,1323,.81,76,332,37,16,10,15,.47,.73,.39,8,65,.41,.35
2013,1102,.54,68,14,31,15,11,17,.47,.73,.38,7,68,.45,.32
2013,1357,.31,70,-176,36,13,15,18,.44,.72,.35,9,76,.45,.37
2004,1346,.26,71,-143,39,16,14,22,.42,.70,.35,7,77,.47,.38
2009,1315,.33,65,-163,33,12,14,18,.44,.65,.35,7,75,.48,.37
2004,1240,.46,73,-17,37,14,14,21,.46,.66,.36,10,74,.46,.31
2017,1439,.69,79,155,33,15,12,16,.49,.73,.40,6,74,.44,.36
2009,1169,.55,73,104,37,14,17,21,.46,.69,.36,11,70,.42,.33
2013,1397,.63,66,106,37,10,12,18,.43,.69,.32,8,63,.42,.32
2016,1143,.70,75,267,40,12,12,20,.46,.66,.37,8,67,.39,.35
2009,1103,.65,66,201,34,12,13,20,.42,.72,.33,9,60,.40,.29
2007,1284,.40,64,-90,31,13,15,17,.47,.66,.34,11,67,.44,.39
2015,1365,.40,62,-135,34,11,10,18,.42,.74,.35,7,67,.45,.38
2010,1439,.74,72,243,39,11,12,19,.42,.72,.31,11,64,.40,.30
2013,1420,.23,63,-264,37,11,14,20,.41,.63,.34,9,72,.46,.31
2011,1197,.29,61,-227,39,8,16,19,.38,.62,.30,10,69,.42,.34
2011,1280,.55,69,-12,37,12,13,15,.43,.72,.36,9,70,.42,.34
2015,1342,.21,59,-329,31,10,13,16,.44,.65,.32,7,71,.45,.39
2016,1146,.25,75,-234,39,13,14,20,.44,.66,.37,9,83,.47,.39
2004,1452,.54,65,-21,33,14,13,15,.43,.70,.35,12,66,.43,.37
2006,1400,.82,76,529,40,14,13,15,.47,.72,.38,13,60,.38,.32
2017,1436,.85,73,348,34,13,11,16,.50,.70,.37,10,62,.43,.34
2009,1378,.29,59,-172,37,12,12,17,.40,.60,.30,7,64,.42,.32
2011,1326,.94,77,587,34,15,10,14,.49,.70,.41,10,59,.43,.34
2003,1116,.32,61,-137,39,9,16,20,.39,.61,.31,10,66,.42,.33
2011,1220,.65,69,2,34,13,10,17,.44,.77,.35,10,69,.44,.38
2004,1283,.58,66,101,37,11,14,20,.44,.69,.35,10,63,.41,.36
2006,1397,.75,81,214,36,17,12,18,.47,.70,.39,13,73,.47,.36
2007,1158,.67,69,124,36,14,14,15,.45,.68,.35,10,65,.41,.31
2015,1448,.41,69,-98,39,14,13,18,.42,.64,.34,10,72,.45,.34
2013,1314,.70,76,233,40,17,12,14,.44,.67,.37,11,69,.42,.35
2013,1417,.74,74,197,37,16,11,14,.46,.72,.34,11,68,.42,.32
2009,1295,.80,79,304,36,14,11,16,.48,.74,.40,10,69,.45,.36
2007,1178,.37,63,-89,34,12,12,17,.44,.65,.33,8,66,.44,.38
2009,1186,.38,62,-153,35,11,12,19,.42,.69,.32,7,67,.46,.35
2004,1369,.36,70,-56,33,13,12,17,.45,.70,.38,8,72,.48,.39
2017,1353,.44,64,-81,42,10,13,17,.41,.63,.30,11,67,.41,.33
2011,1114,.52,66,-42,35,11,11,20,.41,.69,.40,8,67,.44,.34
2013,1228,.64,68,106,36,10,11,18,.41,.72,.32,10,65,.43,.34
2014,1198,.46,67,-107,36,10,13,18,.44,.67,.31,10,71,.44,.34
2016,1229,.55,66,25,37,12,12,19,.41,.67,.33,10,66,.43,.32
2004,1366,.15,60,-507,43,9,17,23,.37,.57,.30,10,78,.45,.39
2011,1409,.59,70,90,37,11,13,19,.44,.70,.35,8,67,.42,.33
2005,1147,.08,63,-388,33,11,16,21,.41,.71,.36,7,78,.51,.35
2006,1294,.11,64,-288,34,15,17,21,.44,.66,.36,7,75,.48,.39
2016,1123,.58,69,99,36,14,13,19,.44,.68,.37,9,66,.41,.35
2015,1345,.64,70,181,36,14,13,18,.45,.68,.33,10,64,.40,.35
2017,1459,.43,76,11,35,15,12,19,.45,.79,.38,7,75,.48,.34
2009,1189,.31,64,-213,35,13,13,18,.43,.66,.35,9,72,.47,.35
2007,1198,.37,65,-186,36,11,15,18,.42,.65,.33,9,72,.47,.38
2008,1408,.52,65,-54,34,12,14,18,.44,.70,.33,11,67,.41,.34
2004,1263,.64,67,93,35,12,14,17,.43,.72,.34,10,63,.40,.30
2007,1347,.21,68,-205,36,10,17,19,.44,.65,.31,12,76,.46,.34
2016,1209,.50,65,-17,33,11,11,19,.44,.69,.35,9,65,.41,.33
2005,1104,.77,75,318,37,13,12,14,.48,.73,.39,9,64,.40,.36
2004,1323,.59,70,87,37,13,10,14,.42,.72,.36,10,67,.43,.36
2006,1357,.39,66,-49,34,12,16,18,.45,.69,.31,10,67,.43,.35
2009,1292,.55,69,99,36,11,11,20,.44,.70,.30,7,66,.45,.37
2011,1237,.55,70,38,33,10,11,15,.47,.78,.35,8,69,.48,.36
2011,1240,.14,60,-167,32,12,14,19,.42,.65,.37,9,66,.47,.36
2013,1185,.42,54,-155,34,10,14,17,.39,.67,.33,12,59,.40,.30
2009,1143,.69,75,214,35,15,12,16,.48,.76,.43,6,68,.44,.35
2011,1386,.33,64,-172,35,12,11,16,.42,.71,.33,10,69,.44,.37
2013,1334,.63,66,59,33,14,11,18,.45,.70,.39,6,65,.43,.35
2004,1412,.69,74,219,37,17,13,20,.44,.65,.33,15,67,.42,.31
2006,1417,.82,68,312,33,14,14,16,.48,.70,.36,8,59,.42,.35
2007,1138,.39,68,-117,38,13,19,21,.41,.69,.32,10,71,.46,.35
2015,1428,.74,71,449,35,14,11,16,.48,.70,.40,10,57,.38,.32
2004,1157,.44,68,-9,37,13,16,19,.43,.70,.37,9,69,.44,.35
2007,1241,.23,63,-259,33,11,14,20,.44,.67,.34,8,72,.50,.41
2015,1322,.56,83,-2,37,15,11,19,.46,.75,.37,11,83,.48,.39
2006,1460,.44,62,-59,33,12,13,20,.44,.68,.31,6,64,.44,.34
2013,1440,.39,74,-120,40,14,12,17,.42,.65,.32,11,79,.46,.36
2016,1103,.76,76,240,36,14,10,17,.43,.69,.39,9,69,.42,.30
2011,1177,.23,67,-274,36,14,13,19,.43,.68,.31,10,76,.50,.35
2013,1291,.56,69,-56,34,12,12,19,.43,.70,.34,10,71,.51,.39
2004,1306,.33,60,-139,35,11,16,16,.41,.66,.34,9,65,.42,.35
2006,1420,.34,66,-93,36,13,13,17,.44,.64,.32,9,70,.46,.38
2011,1389,.61,61,49,37,11,15,19,.40,.64,.35,12,59,.37,.31
2006,1314,.76,80,333,40,17,16,17,.48,.70,.38,11,68,.41,.34
2006,1463,.52,66,-42,36,14,17,18,.45,.67,.35,10,68,.43,.35
2011,1429,.91,71,425,37,14,11,17,.47,.74,.36,8,58,.38,.30
2004,1455,.67,70,203,37,16,15,19,.46,.74,.37,7,64,.39,.28
2007,1201,.71,71,175,40,14,13,16,.42,.65,.34,12,65,.38,.30
2011,1283,.76,69,231,34,13,10,17,.45,.73,.37,8,62,.44,.35
2013,1374,.45,63,23,34,11,14,17,.44,.74,.35,10,63,.40,.34
2004,1200,.21,61,-339,37,12,16,18,.40,.58,.32,10,74,.45,.38
2009,1126,.47,56,-60,36,9,14,19,.39,.62,.28,9,58,.42,.32
2004,1349,.68,73,141,35,14,15,18,.47,.71,.35,11,69,.45,.33
2014,1155,.63,63,172,36,10,11,15,.42,.74,.30,10,57,.40,.28
2017,1333,.13,62,-325,34,11,15,19,.42,.66,.35,9,72,.45,.36
2009,1229,.73,70,263,37,13,12,17,.44,.70,.38,9,62,.41,.30
2013,1248,.55,68,-21,32,14,12,15,.45,.75,.38,9,69,.46,.36
2004,1326,.47,65,-105,34,11,14,19,.44,.65,.34,8,68,.45,.40
2011,1452,.65,69,169,39,15,12,17,.43,.71,.34,8,64,.41,.29
2007,1135,.38,60,-81,29,12,15,18,.43,.74,.37,9,63,.45,.37
2011,1346,.71,71,145,42,15,12,20,.43,.61,.34,8,67,.42,.34
2013,1165,.40,64,-147,35,11,13,17,.42,.71,.33,10,69,.46,.39
2004,1409,.31,68,-97,36,11,13,18,.44,.67,.33,11,71,.42,.36
2004,1429,.89,68,304,32,15,12,14,.51,.71,.40,8,57,.42,.32
2017,1416,.66,67,211,41,11,14,15,.44,.66,.35,7,60,.36,.31
2008,1345,.75,68,241,34,13,12,19,.42,.71,.37,12,61,.43,.35
2009,1252,.53,74,142,38,15,16,18,.47,.67,.36,9,70,.42,.33
2005,1190,.27,74,-169,39,11,16,18,.44,.68,.36,9,81,.47,.36
2006,1251,.15,61,-340,35,9,14,22,.40,.68,.31,8,74,.45,.34
2009,1146,.24,60,-278,37,9,13,19,.38,.66,.31,8,71,.45,.34
2009,1232,.32,63,-168,33,11,14,18,.41,.73,.35,7,68,.44,.36
2009,1123,.45,57,-57,35,10,13,18,.41,.61,.34,7,59,.42,.31
2015,1385,.65,70,102,37,12,10,17,.44,.69,.35,14,67,.40,.32
2007,1115,.34,58,-184,39,9,15,18,.39,.61,.28,10,65,.40,.33
2015,1196,.48,63,119,35,13,12,16,.43,.63,.32,10,60,.41,.33
2016,1166,.56,79,209,38,15,11,19,.47,.70,.35,9,73,.44,.35
2008,1451,.54,65,25,32,11,15,19,.45,.75,.37,8,64,.43,.37
2009,1441,.48,71,-59,37,11,14,22,.43,.63,.35,11,73,.48,.39
2006,1443,.76,78,191,37,13,17,19,.48,.69,.39,11,71,.45,.33
2011,1154,.27,63,-210,36,12,12,16,.43,.73,.33,6,70,.47,.35
2013,1271,.07,54,-406,38,9,15,16,.36,.63,.27,9,69,.47,.36
2011,1263,.48,68,28,35,12,12,17,.45,.70,.35,8,67,.42,.37
2013,1377,.29,69,-128,33,11,11,14,.44,.78,.37,8,74,.47,.38
2009,1335,.36,65,-100,36,14,14,21,.42,.68,.31,9,69,.44,.37
2004,1220,.48,70,-13,39,13,15,20,.43,.64,.33,11,71,.43,.38
2005,1107,.46,67,75,34,13,14,17,.44,.72,.38,10,64,.43,.34
2006,1334,.76,73,294,36,15,12,15,.49,.75,.38,8,63,.41,.33
2007,1221,.76,64,227,33,13,15,18,.44,.73,.36,13,57,.41,.38
2008,1339,.27,62,-204,34,12,15,19,.42,.71,.33,7,69,.45,.38
2006,1394,.67,78,250,36,17,17,21,.48,.71,.38,12,67,.39,.33
2017,1453,.55,79,12,42,13,13,19,.44,.69,.32,11,78,.44,.36
2008,1296,.21,65,-271,37,11,18,21,.42,.68,.30,9,75,.45,.40
2006,1437,.86,75,337,37,12,11,18,.43,.75,.39,12,63,.42,.35
2017,1367,.46,76,-48,38,14,12,17,.46,.64,.35,7,78,.44,.33
2006,1351,.29,70,-171,36,14,15,18,.43,.72,.35,9,76,.45,.37
2011,1108,.14,65,-420,41,9,16,21,.37,.63,.32,11,80,.44,.32
2017,1410,.24,76,-225,40,14,15,24,.42,.72,.32,10,84,.48,.37
2017,1324,.73,78,230,39,16,13,17,.45,.76,.33,12,71,.41,.32
2004,1363,.19,59,-214,32,12,13,20,.42,.66,.37,7,67,.45,.38
2010,1413,.40,68,-102,33,13,14,19,.44,.71,.36,9,71,.47,.35
2008,1382,.27,66,-179,35,13,14,17,.42,.75,.34,7,72,.45,.36
2015,1422,.27,68,-109,37,12,12,21,.44,.63,.36,9,71,.44,.35
2011,1194,.66,67,29,35,11,11,18,.44,.65,.32,10,66,.43,.35
2006,1265,.66,76,129,35,15,13,17,.49,.68,.38,7,72,.43,.37
2012,1401,.42,60,-30,36,11,13,17,.43,.67,.32,8,61,.41,.31
2004,1277,.62,71,119,30,14,14,20,.50,.77,.40,8,67,.46,.35
2013,1182,.27,67,-241,39,12,14,17,.41,.64,.34,8,75,.45,.38
2006,1308,.52,69,-21,35,11,16,17,.45,.70,.35,9,70,.45,.36
2015,1379,.26,58,-269,31,11,14,15,.43,.62,.33,8,68,.46,.36
2011,1151,.47,69,-203,39,13,15,18,.41,.65,.32,6,76,.45,.36
2010,1370,.55,80,1,44,12,17,23,.44,.65,.33,11,80,.47,.33
2013,1348,.28,61,-161,35,10,12,19,.40,.67,.32,9,67,.43,.34
2009,1120,.66,72,201,39,13,13,19,.44,.61,.33,12,65,.41,.34
2004,1406,.28,61,-243,37,13,15,19,.39,.66,.33,10,69,.44,.35
2009,1223,.14,68,-423,38,11,15,20,.40,.66,.32,10,82,.49,.36
2011,1317,.65,75,111,35,12,13,18,.48,.75,.37,6,71,.44,.33
2004,1234,.57,71,74,37,15,16,18,.46,.67,.37,11,68,.41,.34
2013,1199,.55,67,-48,32,11,14,17,.44,.73,.35,11,68,.44,.37
2006,1454,.71,73,218,39,12,13,19,.44,.69,.34,9,65,.44,.31
2009,1266,.73,78,310,37,15,11,17,.46,.72,.35,11,69,.45,.35
2015,1233,.76,79,231,35,16,12,17,.47,.70,.40,10,72,.43,.35
2013,1288,.53,67,68,39,12,15,17,.45,.59,.29,11,65,.41,.31
2006,1222,.68,70,152,37,13,13,20,.40,.65,.33,15,65,.42,.32
2013,1391,.47,69,-60,35,16,15,16,.46,.71,.35,7,71,.45,.33
2017,1221,.47,60,-56,30,13,10,16,.43,.69,.34,11,62,.45,.34
2015,1336,.53,66,23,37,9,12,20,.42,.70,.33,10,66,.40,.33
2004,1171,.08,55,-315,31,10,14,17,.40,.71,.32,8,67,.43,.40
2008,1425,.66,69,188,34,12,14,15,.48,.68,.38,10,63,.39,.30
2015,1273,.52,65,69,35,13,10,16,.44,.68,.34,8,63,.42,.35
2011,1211,.72,75,342,37,14,13,18,.47,.76,.36,10,65,.40,.36
2011,1340,.45,71,-95,34,12,12,16,.44,.73,.35,8,74,.48,.35
2013,1159,.34,63,-197,36,12,13,17,.42,.71,.34,7,69,.43,.36
2010,1390,.44,69,-25,35,13,12,17,.43,.66,.35,7,69,.45,.33
2004,1343,.73,62,148,31,13,13,18,.48,.71,.34,9,56,.41,.31
2015,1359,.39,68,-119,34,12,12,20,.44,.69,.34,10,72,.47,.39
2013,1371,.45,64,-14,34,13,15,18,.44,.66,.37,9,65,.41,.34
2006,1288,.13,54,-585,36,9,18,19,.38,.62,.28,8,74,.46,.36
2017,1304,.37,69,-128,40,11,13,18,.41,.71,.32,10,74,.45,.41
2010,1433,.71,75,301,38,14,12,17,.46,.71,.36,12,65,.43,.30
2013,1328,.65,71,153,37,12,11,17,.44,.76,.33,9,66,.42,.33
2011,1214,.74,66,156,36,11,12,18,.40,.65,.32,13,61,.38,.31
2008,1276,.31,62,-158,37,12,12,15,.39,.71,.31,11,67,.45,.38
2006,1457,.75,72,327,37,15,13,17,.45,.70,.37,12,61,.40,.32
2013,1202,.17,58,-353,34,10,14,15,.40,.69,.33,8,70,.47,.39
2008,1402,.38,81,-97,45,15,17,27,.41,.65,.36,10,84,.49,.32
2017,1347,.40,63,-203,38,11,14,17,.41,.66,.35,8,70,.45,.36
2017,1430,.43,76,13,40,15,15,20,.44,.71,.32,9,75,.43,.34
2015,1316,.65,73,168,35,13,12,16,.46,.73,.38,10,68,.44,.31
2006,1374,.43,65,47,37,12,15,18,.43,.71,.31,12,63,.40,.33
2008,1319,.63,71,93,33,15,15,20,.48,.72,.39,8,68,.43,.38
2015,1442,.23,60,-283,35,11,12,17,.39,.69,.35,7,71,.45,.36
2013,1245,.59,71,121,35,11,12,19,.43,.71,.36,9,67,.43,.31
2007,1129,.53,75,90,38,14,15,17,.45,.66,.34,9,72,.42,.33
2004,1254,.30,69,-170,38,13,17,19,.43,.66,.32,9,75,.43,.33
2007,1235,.47,62,-84,37,11,14,16,.40,.70,.32,7,65,.42,.37
2004,1360,.10,67,-371,32,15,18,17,.45,.68,.41,7,80,.49,.40
2007,1172,.87,80,350,40,15,14,17,.45,.75,.37,10,68,.42,.36
2015,1127,.17,57,-299,33,8,13,18,.39,.66,.31,7,67,.45,.37
2011,1168,.33,71,-146,35,12,14,20,.45,.72,.37,6,75,.45,.37
2013,1139,.76,68,162,36,12,13,18,.45,.69,.34,7,63,.42,.33
2004,1128,.72,72,163,35,14,15,19,.48,.70,.43,10,65,.42,.31
2013,1434,.78,71,284,32,13,14,17,.49,.74,.37,9,62,.42,.34
2015,1190,.50,71,-22,35,12,12,20,.42,.72,.37,10,72,.43,.36
2006,1331,.65,74,202,38,15,14,17,.45,.71,.39,10,67,.43,.34
2011,1257,.74,75,365,37,17,13,19,.45,.67,.36,14,64,.39,.31
2008,1445,.36,61,-179,38,10,16,18,.39,.63,.29,10,68,.43,.30
2009,1117,.39,64,-31,38,13,13,17,.42,.67,.31,10,65,.42,.36
2004,1191,.24,67,-201,34,14,15,20,.45,.66,.37,6,74,.44,.35
2013,1265,.32,65,-146,36,12,14,17,.43,.65,.35,10,70,.44,.37
2015,1210,.39,63,-40,38,11,12,16,.41,.65,.27,9,64,.44,.32
2004,1194,.27,76,-40,41,14,15,21,.43,.66,.35,12,77,.46,.33
2013,1222,.60,77,114,38,14,13,18,.46,.72,.37,10,73,.44,.31
2015,1253,.45,65,-78,36,11,13,19,.41,.68,.33,8,68,.43,.33
2004,1237,.63,76,115,37,12,12,18,.45,.71,.36,7,72,.45,.37
2006,1139,.61,68,225,29,13,8,17,.46,.70,.39,8,61,.46,.31
2013,1179,.45,70,-53,34,13,13,19,.44,.72,.38,7,72,.45,.36
2011,1277,.56,68,69,38,14,13,18,.43,.70,.35,11,65,.42,.36
2003,1456,.43,64,-119,36,13,12,16,.42,.69,.32,8,68,.42,.36
2006,1182,.11,66,-305,35,14,14,19,.42,.73,.34,7,77,.47,.35
2013,1308,.70,68,170,37,11,14,15,.46,.66,.33,11,62,.40,.34
2011,1191,.48,65,-66,32,13,13,20,.44,.71,.34,7,67,.45,.35
2017,1241,.28,66,-122,34,11,14,20,.44,.71,.33,8,69,.44,.35
2004,1151,.59,78,43,35,16,16,17,.48,.74,.36,10,76,.49,.37
2009,1203,.36,66,-67,36,12,14,19,.44,.68,.36,10,68,.41,.34
2008,1422,.61,70,133,35,14,14,16,.46,.67,.36,11,66,.44,.36
